,acuity_score,col,config_num,max_num_people,optical_flow,robot_col,robot_row,row,segment_number,video_name
61,0.2736981797412735,3,6,4,0.17926132913337128,5,6,3,seg_0650,Inside St Paul’s ER The front line of the overdose crisis
62,0.8630368597625383,5,6,3,0.4474896776352663,5,6,11,seg_0640,ICU   Season 1 Episode 10
63,0.0,1,6,2,0.21329433833706454,5,6,9,seg_0572,Hopkins - Episode 4
64,0.15325532422931068,9,6,3,0.19640925997705255,5,6,7,seg_0644,Inside Pediatrics Episode 1
65,1.0,5,6,3,0.4959394621577217,5,6,3,seg_0221,Trauma Life in the ER - Judgment Calls  - Trauma Pro
66,0.46980232078817186,10,6,2,0.4625784286135371,5,6,0,seg_0546,Hopkins - Episode 1 YouTube
67,0.39743916590052,7,6,4,0.2120907318413772,5,6,11,seg_0509,Grey_s Anatomy E1-2
68,0.5213351842351167,7,6,2,0.4899225314739944,5,6,3,seg_0198,Trauma Life in the ER - Handle with Care  - Trauma Pro
69,0.5892818723037994,9,6,2,0.5259760535044613,5,6,3,seg_0105,TLC Trauma Life in the ER Trick or Trauma
70,0.0,9,7,2,0.06316681378852007,9,9,5,seg_0649,Inside St Paul’s ER The front line of the overdose crisis
71,0.446365893318705,0,7,2,0.5701216918855813,9,9,1,seg_0579,Hopkins - Episode 4
72,0.2746208155546994,11,7,6,0.1250214049678167,9,9,5,seg_0668,Level One Trauma
73,0.5546510212066202,6,7,2,0.6931052679827525,9,9,3,seg_0571,Hopkins - Episode 4
74,1.0,11,7,4,0.5994525986103659,9,9,9,seg_0578,Hopkins - Episode 4
75,0.08567531750622616,5,7,2,0.16047156039308286,9,9,11,seg_0159,Trauma Investigators - Season 1 Episode 6
76,0.6145266849540855,3,7,3,0.5074055716894862,9,9,2,seg_0141,Trauma  Life in the E R    Desert Crossroads
77,0.7541933664084225,5,7,4,0.4598665842742598,9,9,6,seg_0260,Trauma Life in the ER - Muddy Water  - Trauma Pro
78,0.6248631878305235,4,7,3,0.5152319470676383,9,9,3,seg_0316,Untold Stories Of The E R S11 - Ep03 Size Matters
79,0.6476426959055611,0,7,4,0.3993597411389908,9,9,7,seg_0471,Confessions of a Junior Doctor - Episode 02 (Medical Documentary)
80,0.12002509700893621,7,8,5,0.13704862578878266,3,10,11,seg_0678,Level One Trauma
81,0.09228088344646117,8,8,2,0.3055634215591476,3,10,6,seg_0557,Hopkins - Episode 2
82,0.28981408844372036,3,8,5,0.2277639700236202,3,10,0,seg_0659,Level One Trauma
83,0.0,10,8,2,0.18230319076620996,3,10,9,seg_0569,Hopkins - Episode 4
84,0.05942860491413847,8,8,1,0.5233648000442862,3,10,9,seg_0599,Hopkins - Episode 6
85,0.6082190658793083,6,8,4,0.4973528563216372,3,10,5,seg_0171,Trauma Life in the ER - A Fist Full of Trauma  - Trauma Pro
86,0.3273926864489527,10,8,3,0.4130692833675587,3,10,11,seg_0045,Save My Life Boston Trauma S01 E06
87,0.905372278801634,8,8,5,0.556646147030603,3,10,3,seg_0317,Untold Stories Of The E R S11 - Ep03 Size Matters
88,0.5520895863319673,11,8,4,0.4598665842742598,3,10,3,seg_0260,Trauma Life in the ER - Muddy Water  - Trauma Pro
89,1.0,6,8,8,0.3795025715516279,3,10,4,seg_0384,Boston Med   Episode 5   YouTube
90,0.13112158168196103,11,9,2,0.305346248888546,10,3,3,seg_0608,Hopkins - Episode 7
91,0.4537968000581397,3,9,3,0.4752655649086841,10,3,9,seg_0604,Hopkins - Episode 7
92,0.0,9,9,1,0.2794685752292101,10,3,9,seg_0570,Hopkins - Episode 4
93,0.16063393271864976,11,9,5,0.13704862578878266,10,3,10,seg_0678,Level One Trauma
94,1.0,0,9,6,0.4675918327650728,10,3,10,seg_0609,Hopkins - Episode 7
95,0.5455247946557947,9,9,4,0.4143772923564764,10,3,11,seg_0389,Boston Med   Episode 7   YouTube
96,0.352797519999526,5,9,3,0.3902213962666162,10,3,9,seg_0012,Save My Life Boston Trauma (2015) Season 1 4
97,0.48402765430754024,0,9,3,0.500720774742732,10,3,6,seg_0252,Trauma Life in the ER - Muddy Water  - Trauma Pro
98,0.8669425543121937,1,9,5,0.4938873844014486,10,3,3,seg_0200,Trauma Life in the ER - Handle with Care  - Trauma Pro
99,0.49915584816884406,0,9,3,0.5134591296027269,10,3,2,seg_0043,Save My Life Boston Trauma S01 E06
