,acuity_score,col,config_num,max_num_people,optical_flow,robot_col,robot_row,row,segment_number,video_name
25,0.38033442731369965,0,2,3,0.4274347805650024,0,9,1,seg_0336,When It_39s an Emergency Stories from Seattle Children_39s ER pt 1 of 5
26,0.36518633536910816,2,2,3,0.4130692833675587,0,9,11,seg_0045,Save My Life Boston Trauma S01 E06
27,0.0,8,2,2,0.100124313710315,0,9,6,seg_0516,Grey_s Anatomy E3-4
28,0.18230765624142783,2,2,2,0.35945797775080435,0,9,3,seg_0483,Critical Care During the Golden Hour
29,0.46049830346630827,8,2,3,0.5034571563479596,0,9,11,seg_0400,Boston Med -  3
30,0.0,11,3,2,0.1311634042401259,8,8,2,seg_0563,Hopkins - Episode 2
31,0.2302442079832619,11,3,7,0.19692564435671844,8,8,9,seg_0654,LEVEL 1 TRAUMA  When Seconds Count
32,0.10291109362319883,11,3,2,0.3806039791435025,8,8,7,seg_0617,Hopkins - Episode 7
33,0.3673341037141498,5,3,5,0.4086097841722634,8,8,3,seg_0559,Hopkins - Episode 2
34,0.3673341037141498,1,3,5,0.4086097841722634,8,8,11,seg_0559,Hopkins - Episode 2
35,1.0,2,3,8,0.6387521865227668,8,8,7,seg_0466,Cold Black 2
36,0.17793285391533312,2,3,3,0.3749634155767001,8,8,8,seg_0070,Save My Life Boston Trauma Season 1 Episode 2
37,0.31798422071758686,5,3,4,0.4509539882042752,8,8,6,seg_0014,Save My Life Boston Trauma (2015) Season 1 4
38,0.3783722478967027,6,3,6,0.3494264049300728,8,8,10,seg_0025,Save My Life Boston Trauma (2015) Season 1 Episode 3
39,0.25016947434025155,3,3,3,0.4916903461953622,8,8,3,seg_0255,Trauma Life in the ER - Muddy Water  - Trauma Pro
40,1.0,1,4,5,0.5472757105917029,8,5,3,seg_0574,Hopkins - Episode 4
41,0.15449952703935144,6,4,1,0.4508002133967904,8,5,11,seg_0591,Hopkins - Episode 6
42,0.03316181500148931,4,4,1,0.12279703034165447,8,5,9,seg_0555,Hopkins - Episode 2
43,0.034470102966697835,6,4,2,0.06316681378852007,8,5,1,seg_0649,Inside St Paul’s ER The front line of the overdose crisis
44,0.0,0,4,3,0.011051056764805854,8,5,0,seg_0646,Inside Pediatrics Episode 1
45,0.38985327200635395,6,4,2,0.5435072153483219,8,5,6,seg_0037,Save My Life Boston Trauma S01 E06
46,0.5543697083932241,2,4,3,0.5105798124676916,8,5,10,seg_0007,Save My Life Boston Trauma (2015) Season 1 4
47,0.29816389812685606,11,4,3,0.279719129301669,8,5,8,seg_0094,Student Nurses - Episode 1 (Medical Documentary)
48,0.34614012081693374,4,4,4,0.2422119827112925,8,5,0,seg_0508,Grey_s Anatomy E1-2
49,0.5773245333756837,7,4,3,0.531263834316757,8,5,9,seg_0416,Boston Med - Episode 1
50,0.0,7,5,1,0.12279703034165447,3,0,11,seg_0555,Hopkins - Episode 2
51,0.09865503679181367,10,5,2,0.18230319076620996,3,0,6,seg_0569,Hopkins - Episode 4
52,0.4145239552265732,2,5,5,0.2277639700236202,3,0,5,seg_0659,Level One Trauma
53,0.6818589636817596,10,5,4,0.4485184561110575,3,0,0,seg_0602,Hopkins - Episode 7
54,0.7989275781939179,5,5,4,0.5202539869074331,3,0,9,seg_0677,Level One Trauma
55,0.6761134463761155,2,5,4,0.444997805120716,3,0,8,seg_0295,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
56,0.6185451224103677,0,5,3,0.5462959470913418,3,0,11,seg_0292,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
57,0.5504375690905756,6,5,3,0.4906507284418938,3,0,0,seg_0034,Save My Life Boston Trauma (2015) Season 1 Episode 3
58,0.6261423795258998,7,5,4,0.4143772923564764,3,0,9,seg_0389,Boston Med   Episode 7   YouTube
59,1.0,4,5,5,0.514771277766362,3,0,3,seg_0139,Trauma  Life in the E R    Desert Crossroads
60,0.08394089740358704,4,6,2,0.391069778192496,6,7,11,seg_0598,Hopkins - Episode 6
61,0.328595419757848,6,6,4,0.3204599838062978,6,7,4,seg_0657,LEVEL 1 TRAUMA  When Seconds Count
62,0.0,11,6,2,0.305346248888546,6,7,5,seg_0608,Hopkins - Episode 7
63,0.5591833376649018,2,6,4,0.4382024118077731,6,7,10,seg_0607,Hopkins - Episode 7
64,0.18434857803400007,10,6,2,0.4936097916912681,6,7,11,seg_0616,Hopkins - Episode 7
65,1.0,3,6,6,0.4421943331511848,6,7,0,seg_0455,Cold Black 1
66,0.26584098749612817,4,6,3,0.38455522341739,6,7,0,seg_0404,Boston Med -  3
67,0.09968506246308283,11,6,2,0.4071482981582146,6,7,2,seg_0179,Trauma Life in the ER - A Fist Full of Trauma  - Trauma Pro
68,0.1740675763164476,3,6,3,0.32207363660312105,6,7,3,seg_0254,Trauma Life in the ER - Muddy Water  - Trauma Pro
69,0.4885319210933154,2,6,3,0.5361686670221096,6,7,3,seg_0423,Boston Med - Episode 1
70,0.0,8,7,2,0.18230319076620996,0,4,9,seg_0569,Hopkins - Episode 4
71,0.4510656919409098,1,7,5,0.2277639700236202,0,4,9,seg_0659,Level One Trauma
72,0.37172021820919565,1,7,3,0.3342101733261546,0,4,11,seg_0628,Hopkins 247 - Episode 1
73,1.0,5,7,4,0.5202539869074331,0,4,3,seg_0677,Level One Trauma
74,0.10459703891069315,11,7,1,0.5441377397041864,0,4,9,seg_0615,Hopkins - Episode 7
75,0.7108420469115974,2,7,5,0.31694049416713604,0,4,0,seg_0349,Young Girl_39s Life Is On The Line After Being Hit By A Car  The Kid_39s Hospital  Real Families
76,0.14693405767625498,11,7,3,0.20560180123781274,0,4,1,seg_0348,Young Girl_39s Life Is On The Line After Being Hit By A Car  The Kid_39s Hospital  Real Families
77,0.8491194980185024,6,7,4,0.4555108026727813,0,4,5,seg_0239,Trauma Life in the ER - Life Less Ordinary  - Trauma Pro
78,0.41611537450884123,4,7,3,0.3596102636465203,0,4,0,seg_0010,Save My Life Boston Trauma (2015) Season 1 4
79,0.554748049323059,0,7,4,0.3291953100410855,0,4,1,seg_0519,Grey_s Anatomy E3-4
80,0.0,0,8,1,0.21212327945264392,6,10,9,seg_0648,Inside Pediatrics Episode 1
81,0.2171968959744173,8,8,2,0.38789026666662896,6,10,6,seg_0551,Hopkins - Episode 1 YouTube
82,0.14656144055038406,11,8,4,0.14811783611032994,6,10,1,seg_0667,Level One Trauma
83,1.0,2,8,9,0.31191860321851805,6,10,6,seg_0663,Level One Trauma
84,0.21964725043851321,4,8,2,0.391069778192496,6,10,3,seg_0598,Hopkins - Episode 6
85,0.9721916564435648,8,8,5,0.5470201537757008,6,10,0,seg_0396,Boston Med -  3
86,0.3215616275863284,8,8,3,0.3488740186638366,6,10,11,seg_0448,Cold Black 1
87,0.11030009928739994,0,8,1,0.4983679368091552,6,10,2,seg_0541,Hopkins - Episode 1 YouTube
88,0.46342513830103255,1,8,4,0.3536945789630734,6,10,11,seg_0093,Student Nurses - Episode 1 (Medical Documentary)
89,0.2530448476393723,8,8,2,0.4344055676843136,6,10,4,seg_0204,Trauma Life in the ER - Handle with Care  - Trauma Pro
90,0.08899828105533478,6,9,2,0.442086655052063,0,6,9,seg_0568,Hopkins - Episode 4
91,1.0,11,9,8,0.3219720034857808,0,6,10,seg_0576,Hopkins - Episode 4
92,0.38068605692869734,0,9,3,0.4752655649086841,0,6,7,seg_0604,Hopkins - Episode 7
93,0.7335501540398098,6,9,4,0.5202539869074331,0,6,1,seg_0677,Level One Trauma
94,0.13301957077845697,8,9,2,0.4829573426629339,0,6,1,seg_0632,Hopkins 247 - Episode 1
95,0.25313992015848646,2,9,3,0.3963204553235125,0,6,8,seg_0368,Boston Med   Episode 4   YouTube
96,0.0,2,9,2,0.35945797775080435,0,6,1,seg_0483,Critical Care During the Golden Hour
97,0.5380250294906126,1,9,4,0.4294882876765736,0,6,11,seg_0492,Emergency and Trauma Services at UF Health Jacksonville
98,0.9226457099760095,2,9,4,0.6080349838282593,0,6,10,seg_0515,Grey_s Anatomy E3-4
99,0.6621723267244775,3,9,4,0.4871193275085815,0,6,3,seg_0536,Hopkins - Episode 1 YouTube
