,acuity_score,col,config_num,max_num_people,optical_flow,robot_col,robot_row,row,segment_number,video_name
28,0.678847059060893,0,2,4,0.4421246520804036,0,4,2,seg_0229,Trauma Life in the ER - Judgment Calls  - Trauma Pro
29,0.6093536834087896,9,2,3,0.5334635525640274,0,4,5,seg_0002,Re-enactment of emergency room procedure for heart attack
30,0.015394140198262376,5,3,1,0.3250472316313588,8,5,0,seg_0637,ICU   Season 1 Episode 10
31,0.2994362961376385,8,3,3,0.4941072073349986,8,5,5,seg_0603,Hopkins - Episode 7
32,0.22434289410987587,6,3,2,0.5881840974485606,8,5,6,seg_0566,Hopkins - Episode 4
33,0.0,6,3,2,0.1311634042401259,8,5,10,seg_0563,Hopkins - Episode 2
34,0.04775992400233632,3,3,2,0.2284576540167184,8,5,3,seg_0614,Hopkins - Episode 7
35,0.0615726323190353,3,3,1,0.5131924952831647,8,5,5,seg_0542,Hopkins - Episode 1 YouTube
36,0.633574422139105,8,3,6,0.4739503793650409,8,5,9,seg_0069,Save My Life Boston Trauma Season 1 Episode 2
37,1.0,0,3,9,0.4818479842822136,8,5,0,seg_0447,Cold Black 1
38,0.1418862783222831,4,3,2,0.42020739439145094,8,5,7,seg_0410,Boston Med -  6
39,0.04592297686210298,1,3,2,0.2247155125116457,8,5,8,seg_0498,Extreme A_ampE - St Barnabas Hospital in The Bronx New York  Medical Documentary  Documental
40,0.08362247679619886,6,4,3,0.15749089303394315,8,10,6,seg_0645,Inside Pediatrics Episode 1
41,0.17847400527886972,9,4,4,0.17926132913337128,8,10,7,seg_0650,Inside St Paul’s ER The front line of the overdose crisis
42,0.9884499620270936,0,4,6,0.4675918327650728,8,10,8,seg_0609,Hopkins - Episode 7
43,1.0,0,4,5,0.5670665044924116,8,10,10,seg_0573,Hopkins - Episode 4
44,0.07481256157438912,0,4,2,0.22487825056797886,8,10,4,seg_0610,Hopkins - Episode 7
45,0.13330399139413987,7,4,2,0.3002877009321794,8,10,8,seg_0484,Critical Care During the Golden Hour
46,0.5094211507650552,5,4,3,0.5234618175351432,8,10,9,seg_0084,Stiletto in the Face  Untold Stories of the ER
47,0.37631427941229134,2,4,3,0.4090574106064446,8,10,5,seg_0243,Trauma Life in the ER - Life Less Ordinary  - Trauma Pro
48,0.2887867447099655,7,4,3,0.33382811856627265,8,10,11,seg_0302,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
49,0.0,3,4,1,0.2568539112677373,8,10,9,seg_0299,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
50,0.18162991044407928,2,5,4,0.15291600317656348,3,6,11,seg_0679,Level One Trauma
51,0.0,6,5,2,0.0,3,6,6,seg_0687,Life _amp Death On Call With The Trauma Service  CNA Insider
52,0.3381656319352979,0,5,5,0.2277639700236202,3,6,0,seg_0659,Level One Trauma
53,0.8336009984629627,0,5,9,0.31191860321851805,3,6,9,seg_0663,Level One Trauma
54,0.36010295000183673,0,5,5,0.24253936463102305,3,6,2,seg_0665,Level One Trauma
55,0.18522374505058994,8,5,2,0.3118833755660676,3,6,1,seg_0152,Trauma  Life in the E R    Desert Crossroads
56,0.6173946099307285,4,5,4,0.5197905780085021,3,6,3,seg_0322,Untold Stories of the ER 622020  Thin Red Line
57,0.5119978137533406,5,5,3,0.5747413086524966,3,6,8,seg_0110,TLC Trauma Life in the ER Trick or Trauma
58,0.1391208826510636,3,5,1,0.4685089428582017,3,6,4,seg_0064,Save My Life Boston Trauma Season 1 Episode 1
59,1.0,4,5,7,0.481091319321294,3,6,11,seg_0373,Boston Med   Episode 5   YouTube
60,1.0,1,6,8,0.3219720034857808,11,9,11,seg_0576,Hopkins - Episode 4
61,0.1301309095492529,0,6,2,0.3801590625287407,11,9,3,seg_0620,Hopkins - Episode 7
62,0.39292397115209193,7,6,3,0.4362598881794504,11,9,3,seg_0594,Hopkins - Episode 6
63,0.22073772844522271,0,6,3,0.3164729460934879,11,9,0,seg_0629,Hopkins 247 - Episode 1
64,0.0,8,6,2,0.24436438334254945,11,9,6,seg_0567,Hopkins - Episode 4
65,0.8375706384173536,9,6,4,0.5591945684141334,11,9,1,seg_0059,Save My Life Boston Trauma Season 1 Episode 1
66,0.44371278331005787,1,6,4,0.3536945789630734,11,9,7,seg_0093,Student Nurses - Episode 1 (Medical Documentary)
67,0.2703042480565859,4,6,4,0.26321662682065805,11,9,11,seg_0303,Trauma Life in the ER - Wrong Place Wrong Time  - Trauma Pro
68,0.1148332333162082,5,6,2,0.3641955758862818,11,9,6,seg_0480,Crisis Point Junior Doctor Diaries  Part 1  (Medical Documentary)  Real Stories
69,0.47739450079074613,5,6,4,0.3712684130182287,11,9,3,seg_0098,Surviving A_ampE Junior Doctor Diaries  Part 2  (Medical Documentary)  Real Stories
70,0.1344612442652664,2,7,2,0.2701744604075804,5,5,8,seg_0606,Hopkins - Episode 7
71,0.0,5,7,1,0.21212327945264392,5,5,0,seg_0648,Inside Pediatrics Episode 1
72,0.46305857101336173,4,7,3,0.4474896776352663,5,5,3,seg_0640,ICU   Season 1 Episode 10
73,0.7463408773279494,8,7,4,0.5084933110713231,5,5,8,seg_0670,Level One Trauma
74,0.5301624365772656,7,7,3,0.5020908117959392,5,5,4,seg_0592,Hopkins - Episode 6
75,0.46196725011366585,3,7,3,0.4466016906563359,5,5,1,seg_0180,Trauma Life in the ER - A Fist Full of Trauma  - Trauma Pro
76,1.0,9,7,6,0.4421943331511848,5,5,3,seg_0455,Cold Black 1
77,0.4705924608060902,10,7,4,0.3402148949333777,5,5,3,seg_0146,Trauma  Life in the E R    Desert Crossroads
78,0.3404040928535005,0,7,3,0.34768807066172763,5,5,11,seg_0379,Boston Med   Episode 5   YouTube
79,0.31000057695083777,2,7,4,0.2422119827112925,5,5,10,seg_0508,Grey_s Anatomy E1-2
80,0.021627920161801824,8,8,2,0.24436438334254945,0,1,0,seg_0567,Hopkins - Episode 4
81,0.0,11,8,1,0.4485725631647367,0,1,9,seg_0638,ICU   Season 1 Episode 10
82,0.1494815065607886,3,8,1,0.7261124169777214,0,1,11,seg_0624,Hopkins 247 - Episode 1
83,0.40602198656286714,11,8,5,0.24048538106768585,0,1,4,seg_0666,Level One Trauma
84,0.19325950108864665,2,8,2,0.40369714956924224,0,1,5,seg_0689,Life in a trauma center
85,0.11310961260765881,8,8,2,0.3292906599507614,0,1,2,seg_0407,Boston Med -  3
86,0.8136930335039795,6,8,4,0.4898357576961069,0,1,1,seg_0030,Save My Life Boston Trauma (2015) Season 1 Episode 3
87,0.842968736906149,2,8,5,0.4027397495236487,0,1,0,seg_0285,Trauma Life in the ER - Tough Town  - Trauma Pro
88,1.0,2,8,5,0.4610512220340122,0,1,3,seg_0118,Terry Foster on Untold Stories of the ER (episode 913)
89,0.6081050540931162,5,8,3,0.5258770706500695,0,1,5,seg_0234,Trauma Life in the ER - Life Less Ordinary  - Trauma Pro
90,0.0,5,9,2,0.0,6,8,10,seg_0687,Life _amp Death On Call With The Trauma Service  CNA Insider
91,0.3213525534452166,0,9,4,0.17926132913337128,6,8,7,seg_0650,Inside St Paul’s ER The front line of the overdose crisis
92,0.24008790532424817,8,9,1,0.5357166334090926,6,8,0,seg_0586,Hopkins - Episode 6
93,0.2541514159834978,3,9,7,0.08101386315325576,6,8,3,seg_0653,LEVEL 1 TRAUMA  When Seconds Count
94,0.8963242518583827,3,9,2,1.0,6,8,11,seg_0636,Hopkins 247 - Episode 1
95,0.5022763147038365,5,9,3,0.3735823010199328,6,8,0,seg_0088,Student Nurses - Episode 1 (Medical Documentary)
96,0.5022763147038365,3,9,3,0.3735823010199328,6,8,0,seg_0088,Student Nurses - Episode 1 (Medical Documentary)
97,0.9109166237637375,6,9,6,0.3387600792440533,6,8,2,seg_0307,Trauma Protocol
98,1.0,8,9,5,0.4462670726254087,6,8,8,seg_0309,UCLA Trauma and Emergency Surgery
99,0.8453032511150731,9,9,4,0.4715387591948305,6,8,11,seg_0022,Save My Life Boston Trauma (2015) Season 1 4
